enrollment_no,student_name,gender,age,section,course,year_enrollment,year_completion,hometown,category,father_occupation,mother_occupation,marks_10th,marks_12th,attendance,sgpa,cgpa,backlogs,suspension,family_income,fees_status,year_level,department,fees_flag,suspension_flag,age_at_enrollment,sgpa1,sgpa2,sgpa3,sgpa4,sgpa5,year,specialization,sgpa6,sgpa7,enrollment_no.,model_phase,final_phase,red_reason,ml_probability,rule_override,predicted_phase
AGRI2025B056,Vivaan Thakur,M,18,B,B. Agriculture,2025,2028,Pali,General,Farmer,Laborer,72.04,54.11,88.02,,5.07,2,No,0.6 Lakh,Partial,1,AGRI,1,0,18,,,,,,,,,,,Orange,Orange,,0.849988031154918,False,Orange
AGRI2025B057,Sai Bansal,M,19,B,B. Agriculture,2025,2028,"Mandwa, Ajmer",General,Farmer,Homemaker,33.71,97.56,58.5,,3.14,5,Yes,4.0 Lakh,Partial,1,AGRI,1,1,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5911264216363336,True,Red
AGRI2025B058,Diya Nair,F,20,B,B. Agriculture,2025,2028,"Lalsot, Jaipur",OBC,Teacher,Homemaker,50.65,73.17,72.09,,1.27,0,Yes,6.2 Lakh,Partial,1,AGRI,1,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5789931328220228,True,Red
AGRI2025B059,Shreya Gupta,F,17,B,B. Agriculture,2025,2028,"Bhainslana, Sikar",General,Laborer,Homemaker,84.08,44.16,99.63,,0.88,2,Yes,2.0 Lakh,Unpaid,1,AGRI,0,1,17,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.31077668844321726,True,Red
AGRI2025B060,Vikram Patel,M,20,B,B. Agriculture,2025,2028,"Dhani, Kota",General,Engineer,Homemaker,61.59,97.91,81.41,,0.74,5,No,8.7 Lakh,Partial,1,AGRI,1,0,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6026049399778196,True,Red
AGRI2025B061,Sai Kulkarni,M,17,B,B. Agriculture,2025,2028,"Dhani, Jaipur",OBC,Engineer,Homemaker,71.42,43.18,93.82,,9.27,0,Yes,11.1 Lakh,Partial,1,AGRI,1,1,17,,,,,,,,,,,Green,Green,,0.023445518558300512,False,Green
AGRI2025B062,Arjun Rastogi,M,20,B,B. Agriculture,2025,2028,Jodhpur,General,Laborer,Homemaker,67.82,43.21,89.53,,6.52,1,No,6.5 Lakh,Unpaid,1,AGRI,0,0,20,,,,,,,,,,,Yellow,Yellow,,0.1403645303075971,False,Yellow
AGRI2025B063,Vikram Sharma,M,17,B,B. Agriculture,2025,2028,Kota,General,Farmer,Self-employed,73.61,70.36,82.38,,1.66,3,Yes,9.6 Lakh,Partial,1,AGRI,1,1,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5567418784076016,True,Red
AGRI2025B064,Sai Roy,M,19,B,B. Agriculture,2025,2028,"Khichan, Ajmer",General,Farmer,Homemaker,83.76,80.74,72.68,,2.15,2,Yes,9.7 Lakh,Partial,1,AGRI,1,1,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6290146055002671,True,Red
AGRI2025B065,Ishita Kapoor,F,20,B,B. Agriculture,2025,2028,Jodhpur,General,Farmer,Homemaker,87.75,61.61,97.53,,0.37,3,Yes,8.5 Lakh,Paid,1,AGRI,0,1,20,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.3665425400519259,True,Red
AGRI2025B066,Vikram Naidu,M,18,B,B. Agriculture,2025,2028,"Lalsot, Bhilwara",General,Farmer,Homemaker,88.73,83.83,89.34,,4.88,4,Yes,5.3 Lakh,Paid,1,AGRI,0,1,18,,,,,,,,,,,Orange,Orange,,0.8939381494173257,False,Orange
AGRI2025B067,Ananya Reddy,F,17,B,B. Agriculture,2025,2028,Bhilwara,General,Self-employed,Homemaker,66.25,76.25,62.53,,6.85,0,Yes,0.5 Lakh,Partial,1,AGRI,1,1,17,,,,,,,,,,,Yellow,Yellow,,0.29367476866011427,False,Yellow
AGRI2025B068,Riya Mishra,F,18,B,B. Agriculture,2025,2028,Ajmer,EWS,Farmer,Self-employed,53.11,81.27,73.81,,7.33,0,Yes,1.9 Lakh,Unpaid,1,AGRI,0,1,18,,,,,,,,,,,Yellow,Yellow,,0.47393228034311813,False,Yellow
AGRI2025B069,Meera Rastogi,F,19,B,B. Agriculture,2025,2028,Jaipur,General,Government Employee,Homemaker,77.7,92.88,74.51,,1.44,4,No,4.1 Lakh,Unpaid,1,AGRI,0,0,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6048139760643434,True,Red
AGRI2025B070,Shreya Deshmukh,F,17,B,B. Agriculture,2025,2028,Jodhpur,General,Engineer,Farmer,34.13,34.01,75.28,,0.87,3,No,5.5 Lakh,Partial,1,AGRI,1,0,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5850914294005942,True,Red
AGRI2025B071,Saanvi Bansal,F,20,B,B. Agriculture,2025,2028,Udaipur,General,Teacher,Teacher,72.01,67.88,65.63,,3.01,5,No,2.9 Lakh,Paid,1,AGRI,0,0,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5879942623234494,True,Red
AGRI2025B072,Rahul Bhatt,M,18,B,B. Agriculture,2025,2028,"Khichan, Pali",General,Doctor,Homemaker,57.88,84.28,83.5,,2.12,4,Yes,7.0 Lakh,Unpaid,1,AGRI,0,1,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6011655460384256,True,Red
AGRI2025B073,Ankit Gupta,M,17,B,B. Agriculture,2025,2028,"Bhainslana, Pali",General,Laborer,Homemaker,54.19,60.09,67.51,,3.99,5,No,10.0 Lakh,Unpaid,1,AGRI,0,0,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6870110162632944,True,Red
AGRI2025B074,Aditya Basu,M,19,B,B. Agriculture,2025,2028,"Rajpura, Bhilwara",OBC,Shopkeeper,Self-employed,86.88,36.09,96.08,,3.29,4,Yes,9.4 Lakh,Unpaid,1,AGRI,0,1,19,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.4235665019961886,True,Red
AGRI2025B075,Meera Khan,F,20,B,B. Agriculture,2025,2028,Alwar,OBC,Engineer,Teacher,51.58,34.5,57.87,,3.92,5,Yes,2.8 Lakh,Paid,1,AGRI,0,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7272227944781953,True,Red
AGRI2025B076,Pooja Dutta,F,18,B,B. Agriculture,2025,2028,Alwar,EWS,Teacher,Teacher,58.92,52.96,80.35,,0.04,2,Yes,10.0 Lakh,Unpaid,1,AGRI,0,1,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5545908273773417,True,Red
AGRI2025B077,Arjun Kaur,M,17,B,B. Agriculture,2025,2028,Pali,General,Farmer,Teacher,92.1,41.44,60.22,,2.68,3,Yes,3.5 Lakh,Paid,1,AGRI,0,1,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7343855791758487,True,Red
AGRI2025B078,Saanvi Rastogi,F,19,B,B. Agriculture,2025,2028,Jaipur,General,Farmer,Homemaker,77.71,38.26,71.81,,5.34,0,No,9.5 Lakh,Partial,1,AGRI,1,0,19,,,,,,,,,,,Orange,Orange,,0.8573595531693393,False,Orange
AGRI2025B079,Vikram Patel,M,20,B,B. Agriculture,2025,2028,"Rajpura, Alwar",General,Laborer,Homemaker,89.38,81.08,54.41,,3.62,1,Yes,2.6 Lakh,Partial,1,AGRI,1,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7293213005972848,True,Red
AGRI2025B080,Rahul Sharma,M,17,B,B. Agriculture,2025,2028,"Khichan, Pali",OBC,Doctor,Homemaker,68.45,63.9,67.55,,5.84,1,No,5.1 Lakh,Paid,1,AGRI,0,0,17,,,,,,,,,,,Yellow,Yellow,,0.05627599012593147,False,Yellow
AGRI2025C081,Shreya Bora,F,18,C,B. Agriculture,2025,2028,Jaipur,OBC,Driver,Self-employed,75.49,95.29,93.21,,8.86,0,No,7.4 Lakh,Unpaid,1,AGRI,0,0,18,,,,,,,,,,,Green,Green,,0.0013928571428571427,False,Green
AGRI2025C082,Pooja Singh,F,18,C,B. Agriculture,2025,2028,Bikaner,General,Self-employed,Homemaker,45.11,71.48,68.44,,3.84,5,Yes,10.7 Lakh,Unpaid,1,AGRI,0,1,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6407802569739327,True,Red
AGRI2025C083,Shreya Verma,F,17,C,B. Agriculture,2025,2028,"Rampura, Sikar",OBC,Driver,Homemaker,98.3,76.65,57.54,,2.73,3,No,2.8 Lakh,Unpaid,1,AGRI,0,0,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7421879527421323,True,Red
AGRI2025C084,Rohan Naidu,M,19,C,B. Agriculture,2025,2028,Bikaner,General,Farmer,Homemaker,91.13,83.99,69.37,,1.28,5,Yes,2.4 Lakh,Partial,1,AGRI,1,1,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5841856796018232,True,Red
AGRI2025C085,Saanvi Pandey,F,20,C,B. Agriculture,2025,2028,"Devgarh, Ajmer",General,Farmer,Homemaker,77.08,62.9,65.51,,3.66,1,Yes,0.8 Lakh,Partial,1,AGRI,1,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6880992287496404,True,Red
AGRI2025C086,Riya Patel,F,20,C,B. Agriculture,2025,2028,Ajmer,OBC,Driver,Homemaker,70.16,34.69,68.13,,3.78,0,Yes,5.0 Lakh,Partial,1,AGRI,1,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6376761236995332,True,Red
AGRI2025C087,Shreya Singh,F,18,C,B. Agriculture,2025,2028,Jodhpur,General,Shopkeeper,Teacher,48.43,38.68,57.71,,1.54,5,No,8.6 Lakh,Partial,1,AGRI,1,0,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6089408147620048,True,Red
AGRI2025C088,Rahul Malhotra,M,20,C,B. Agriculture,2025,2028,"Dhani, Ajmer",OBC,Self-employed,Homemaker,45.64,37.89,98.28,,2.16,3,Yes,10.2 Lakh,Unpaid,1,AGRI,0,1,20,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.38375784889660214,True,Red
AGRI2025C089,Vikram Basu,M,20,C,B. Agriculture,2025,2028,Bikaner,General,Engineer,Self-employed,68.76,79.67,52.61,,1.13,2,No,11.8 Lakh,Paid,1,AGRI,0,0,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6942688718230513,True,Red
AGRI2025C090,Arjun Jain,M,17,C,B. Agriculture,2025,2028,Alwar,General,Doctor,Homemaker,93.59,75.47,90.84,,9.73,0,No,8.8 Lakh,Paid,1,AGRI,0,0,17,,,,,,,,,,,Green,Green,,0.027159804272586224,False,Green
AGRI2025C091,Rohan Hegde,M,18,C,B. Agriculture,2025,2028,"Kalyanpura, Sikar",OBC,Farmer,Homemaker,39.24,80.13,51.92,,3.29,2,Yes,10.8 Lakh,Paid,1,AGRI,0,1,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.726478571897413,True,Red
AGRI2025C092,Rahul Pathak,M,20,C,B. Agriculture,2025,2028,"Lalsot, Sikar",General,Engineer,Teacher,39.87,79.87,88.81,,1.5,0,Yes,10.6 Lakh,Unpaid,1,AGRI,0,1,20,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.29534524464830125,True,Red
AGRI2025C093,Krishna Pathak,M,20,C,B. Agriculture,2025,2028,Jaipur,EWS,Government Employee,Teacher,42.65,51.96,80.74,,9.41,0,No,12.0 Lakh,Partial,1,AGRI,1,0,20,,,,,,,,,,,Green,Green,,0.012190412761841333,False,Green
AGRI2025C094,Diya Deshmukh,F,17,C,B. Agriculture,2025,2028,"Bhainslana, Ajmer",OBC,Farmer,Homemaker,52.64,76.43,89.43,,1.78,5,Yes,8.0 Lakh,Partial,1,AGRI,1,1,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5557189614159982,True,Red
AGRI2025C095,Pooja Khan,F,18,C,B. Agriculture,2025,2028,Udaipur,General,Farmer,Teacher,57.63,72.87,53.16,,0.18,4,No,0.6 Lakh,Partial,1,AGRI,1,0,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6143154401366303,True,Red
AGRI2025C096,Aadhya Saxena,F,20,C,B. Agriculture,2025,2028,"Dhani, Kota",EWS,Laborer,Homemaker,40.27,35.3,67.85,,3.59,3,No,10.2 Lakh,Paid,1,AGRI,0,0,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7230345224523419,True,Red
AGRI2025C097,Riya Jain,F,19,C,B. Agriculture,2025,2028,"Rampura, Kota",EWS,Driver,Homemaker,98.26,57.64,86.35,,0.77,5,No,2.7 Lakh,Unpaid,1,AGRI,0,0,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5154615918774736,True,Red
AGRI2025C098,Ankit Iyer,M,20,C,B. Agriculture,2025,2028,"Mandwa, Jaipur",OBC,Laborer,Homemaker,56.18,72.21,52.12,,2.06,5,Yes,2.2 Lakh,Unpaid,1,AGRI,0,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5754150472963878,True,Red
AGRI2025C099,Aditya Saxena,M,18,C,B. Agriculture,2025,2028,Kota,General,Doctor,Homemaker,62.2,43.73,56.31,,3.79,3,Yes,1.7 Lakh,Partial,1,AGRI,1,1,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7373614934871017,True,Red
AGRI2025C100,Rahul Iyer,M,20,C,B. Agriculture,2025,2028,Bikaner,EWS,Farmer,Homemaker,49.19,80.9,65.72,,0.67,5,No,11.9 Lakh,Partial,1,AGRI,1,0,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5907501492936221,True,Red
AGRI2025C101,Vikram Kulkarni,M,17,C,B. Agriculture,2025,2028,Bhilwara,General,Laborer,Homemaker,43.8,47.27,60.01,,3.83,4,No,0.8 Lakh,Paid,1,AGRI,0,0,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7851008755072176,True,Red
AGRI2025C102,Ananya Saxena,F,18,C,B. Agriculture,2025,2028,Jodhpur,General,Doctor,Homemaker,96.8,55.05,75.44,,2.15,1,Yes,0.7 Lakh,Unpaid,1,AGRI,0,1,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6138004778545921,True,Red
AGRI2025C103,Krishna Pandey,M,20,C,B. Agriculture,2025,2028,"Kalyanpura, Bikaner",General,Farmer,Homemaker,92.58,59.31,76.28,,0.03,5,Yes,2.6 Lakh,Unpaid,1,AGRI,0,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5934138453581534,True,Red
AGRI2025C104,Arjun Bora,M,18,C,B. Agriculture,2025,2028,Pali,EWS,Engineer,Homemaker,36.33,35.72,75.91,,0.26,5,No,8.3 Lakh,Paid,1,AGRI,0,0,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6018257191985987,True,Red
AGRI2025C105,Krishna Bhatt,M,20,C,B. Agriculture,2025,2028,Udaipur,General,Government Employee,Laborer,43.89,51.5,82.05,,9.01,0,No,8.1 Lakh,Paid,1,AGRI,0,0,20,,,,,,,,,,,Green,Green,,0.012036281179138322,False,Green
AGRI2025C106,Vikram Joshi,M,20,C,B. Agriculture,2025,2028,Pali,OBC,Teacher,Homemaker,70.22,71.01,74.9,,3.09,5,Yes,0.7 Lakh,Paid,1,AGRI,0,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6599138453581535,True,Red
AGRI2025C107,Ankit Dutta,M,20,C,B. Agriculture,2025,2028,Bikaner,EWS,Laborer,Homemaker,41.26,67.78,73.22,,6.59,0,No,8.2 Lakh,Unpaid,1,AGRI,0,0,20,,,,,,,,,,,Yellow,Yellow,,0.07362974166916832,False,Yellow
AGRI2025C108,Ankit Thakur,M,20,C,B. Agriculture,2025,2028,"Rajpura, Jodhpur",General,Teacher,Teacher,50.41,61.47,72.48,,1.7,2,Yes,9.8 Lakh,Unpaid,1,AGRI,0,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6301574626431241,True,Red
AGRI2025C109,Ankit Roy,M,18,C,B. Agriculture,2025,2028,Jaipur,General,Engineer,Homemaker,75.93,57.2,93.95,,4.31,2,No,0.6 Lakh,Paid,1,AGRI,0,0,18,,,,,,,,,,,Yellow,Yellow,,0.24075771968616347,False,Yellow
AGRI2025C110,Diya Hegde,F,19,C,B. Agriculture,2025,2028,Jaipur,General,Farmer,Homemaker,87.83,77.69,71.55,,2.15,2,Yes,9.4 Lakh,Unpaid,1,AGRI,0,1,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6460880032804317,True,Red
AGRI2025C111,Riya Naidu,F,19,C,B. Agriculture,2025,2028,"Khichan, Kota",General,Government Employee,Homemaker,64.15,87.01,91.27,,2.81,4,No,8.8 Lakh,Paid,1,AGRI,0,0,19,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.4185180696519964,True,Red
AGRI2025C112,Aarav Verma,M,19,C,B. Agriculture,2025,2028,"Kalyanpura, Kota",General,Government Employee,Homemaker,45.36,85.27,85.68,,3.9,4,No,3.9 Lakh,Partial,1,AGRI,1,0,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6359358105504502,True,Red
AGRI2025C113,Riya Pandey,F,19,C,B. Agriculture,2025,2028,Alwar,General,Doctor,Laborer,68.04,70.8,73.74,,3.1,4,Yes,7.5 Lakh,Unpaid,1,AGRI,0,1,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7144710711929114,True,Red
AGRI2025C114,Vikram Thakur,M,17,C,B. Agriculture,2025,2028,"Rampura, Sikar",General,Driver,Self-employed,72.63,53.56,76.21,,5.94,2,No,1.7 Lakh,Partial,1,AGRI,1,0,17,,,,,,,,,,,Yellow,Yellow,,0.11594470426949047,False,Yellow
AGRI2025C115,Arjun Sankar,M,19,C,B. Agriculture,2025,2028,"Dhani, Pali",EWS,Shopkeeper,Homemaker,44.93,75.73,75.09,,3.76,5,No,2.3 Lakh,Partial,1,AGRI,1,0,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6627561459147399,True,Red
AGRI2025C116,Kavya Bansal,F,19,C,B. Agriculture,2025,2028,"Kalyanpura, Ajmer",General,Shopkeeper,Self-employed,50.19,46.03,95.61,,2.99,4,No,6.5 Lakh,Partial,1,AGRI,1,0,19,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.2290402330270626,True,Red
AGRI2025C117,Krishna Hegde,M,20,C,B. Agriculture,2025,2028,Ajmer,General,Teacher,Self-employed,72.0,73.03,84.51,,4.46,1,No,6.7 Lakh,Partial,1,AGRI,1,0,20,,,,,,,,,,,Yellow,Yellow,,0.37148955453908117,False,Yellow
AGRI2025C118,Krishna Bora,M,20,C,B. Agriculture,2025,2028,Alwar,OBC,Laborer,Homemaker,55.87,86.11,96.2,,1.84,5,Yes,6.7 Lakh,Unpaid,1,AGRI,0,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5178202532393156,True,Red
AGRI2025C119,Aarav Sankar,M,19,C,B. Agriculture,2025,2028,Sikar,OBC,Teacher,Self-employed,37.08,67.96,52.62,,1.33,3,Yes,1.1 Lakh,Partial,1,AGRI,1,1,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6492903899874267,True,Red
AGRI2025C120,Kavya Sankar,F,20,C,B. Agriculture,2025,2028,Kota,General,Teacher,Homemaker,62.79,52.88,95.4,,0.35,3,Yes,1.8 Lakh,Partial,1,AGRI,1,1,20,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.31444940614300254,True,Red
AGRI2025D121,Aadhya Iyer,F,20,D,B. Agriculture,2025,2028,Ajmer,General,Government Employee,Self-employed,37.97,92.99,78.4,,7.16,0,No,12.0 Lakh,Paid,1,AGRI,0,0,20,,,,,,,,,,,Yellow,Yellow,,0.3077381489897381,False,Yellow
AGRI2025D122,Ankit Sharma,M,18,D,B. Agriculture,2025,2028,Pali,General,Doctor,Self-employed,35.92,38.19,50.7,,3.18,0,No,4.7 Lakh,Partial,1,AGRI,1,0,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7162853953260854,True,Red
AGRI2025D123,Aditya Das,M,20,D,B. Agriculture,2025,2028,"Rampura, Bhilwara",General,Engineer,Homemaker,97.43,46.2,66.18,,2.23,2,Yes,6.6 Lakh,Unpaid,1,AGRI,0,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6355460026745213,True,Red
AGRI2025D124,Vivaan Sharma,M,20,D,B. Agriculture,2025,2028,Bhilwara,General,Engineer,Homemaker,96.85,67.22,57.99,,2.3,3,Yes,7.2 Lakh,Paid,1,AGRI,0,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7025862687118769,True,Red
AGRI2025D125,Shreya Chaudhary,F,20,D,B. Agriculture,2025,2028,Ajmer,General,Laborer,Homemaker,38.34,71.62,85.1,,0.91,0,Yes,2.7 Lakh,Unpaid,1,AGRI,0,1,20,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.3793960982126442,True,Red
AGRI2025D126,Vikram Pathak,M,18,D,B. Agriculture,2025,2028,"Mandwa, Jodhpur",OBC,Farmer,Homemaker,86.51,65.21,66.41,,4.78,1,No,11.3 Lakh,Partial,1,AGRI,1,0,18,,,,,,,,,,,Orange,Orange,,0.7471851306769578,False,Orange
AGRI2025D127,Shreya Bansal,F,17,D,B. Agriculture,2025,2028,Ajmer,General,Shopkeeper,Self-employed,44.5,80.87,83.64,,1.55,5,Yes,5.6 Lakh,Partial,1,AGRI,1,1,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5987590063890731,True,Red
AGRI2025D128,Vivaan Bora,M,17,D,B. Agriculture,2025,2028,Ajmer,General,Shopkeeper,Self-employed,53.86,33.26,64.35,,2.52,0,Yes,9.8 Lakh,Partial,1,AGRI,1,1,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6995636710549331,True,Red
AGRI2025D129,Saanvi Bora,F,17,D,B. Agriculture,2025,2028,Ajmer,EWS,Farmer,Homemaker,53.83,55.12,69.65,,1.73,1,Yes,7.3 Lakh,Partial,1,AGRI,1,1,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6331765589440118,True,Red
AGRI2025D130,Kavya Naidu,F,19,D,B. Agriculture,2025,2028,"Dhani, Bhilwara",General,Laborer,Homemaker,94.06,74.25,59.42,,9.07,0,No,1.3 Lakh,Unpaid,1,AGRI,0,0,19,,,,,,,,,,,Orange,Orange,,0.7584159995997725,False,Orange
AGRI2025D131,Sai Chaudhary,M,18,D,B. Agriculture,2025,2028,"Rampura, Pali",General,Farmer,Homemaker,76.72,66.59,71.95,,2.69,5,No,5.9 Lakh,Unpaid,1,AGRI,0,0,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6019606789296177,True,Red
AGRI2025D132,Krishna Ghosh,M,17,D,B. Agriculture,2025,2028,Bikaner,General,Farmer,Homemaker,42.8,70.59,61.05,,2.14,5,No,4.7 Lakh,Partial,1,AGRI,1,0,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6254247881084284,True,Red
AGRI2025D133,Meera Das,F,18,D,B. Agriculture,2025,2028,"Rampura, Sikar",General,Doctor,Homemaker,44.49,48.11,64.99,,2.57,3,Yes,4.0 Lakh,Partial,1,AGRI,1,1,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.744893654642571,True,Red
AGRI2025D134,Ishita Roy,F,20,D,B. Agriculture,2025,2028,Ajmer,General,Farmer,Homemaker,39.75,93.65,66.51,,2.47,4,Yes,5.0 Lakh,Unpaid,1,AGRI,0,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5907290885944493,True,Red
AGRI2025D135,Sai Iyer,M,18,D,B. Agriculture,2025,2028,Alwar,General,Farmer,Laborer,90.7,56.25,60.44,,3.02,4,Yes,5.0 Lakh,Unpaid,1,AGRI,0,1,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6865956269963299,True,Red
AGRI2025D136,Ishita Verma,F,19,D,B. Agriculture,2025,2028,Jaipur,General,Engineer,Homemaker,76.85,97.59,69.03,,5.76,2,No,11.4 Lakh,Paid,1,AGRI,0,0,19,,,,,,,,,,,Yellow,Yellow,,0.2627654731974936,False,Yellow
AGRI2025D137,Aadhya Jain,F,20,D,B. Agriculture,2025,2028,"Devgarh, Kota",General,Teacher,Homemaker,36.93,33.63,50.81,,2.8,5,No,5.8 Lakh,Unpaid,1,AGRI,0,0,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5728960024314784,True,Red
AGRI2025D138,Pooja Malhotra,F,18,D,B. Agriculture,2025,2028,Bikaner,General,Farmer,Teacher,47.86,50.55,58.41,,8.29,0,Yes,4.9 Lakh,Unpaid,1,AGRI,0,1,18,,,,,,,,,,,Orange,Orange,,0.8818384771648816,False,Orange
AGRI2025D139,Ananya Roy,F,18,D,B. Agriculture,2025,2028,Udaipur,General,Laborer,Homemaker,56.37,33.82,85.36,,3.71,4,No,11.1 Lakh,Unpaid,1,AGRI,0,0,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6092264857137962,True,Red
AGRI2025D140,Aarav Bora,M,17,D,B. Agriculture,2025,2028,"Rajpura, Jodhpur",General,Farmer,Farmer,90.92,66.23,98.87,,0.42,4,No,3.2 Lakh,Paid,1,AGRI,0,0,17,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.3165469495939294,True,Red
AGRI2025D141,Diya Reddy,F,18,D,B. Agriculture,2025,2028,Udaipur,General,Farmer,Farmer,84.65,74.52,68.65,,3.15,3,No,2.7 Lakh,Partial,1,AGRI,1,0,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6760231178905171,True,Red
